,5_n,5_p,5_l,6_n,6_p,6_l
11279,VWA1,0.9649961160107878,-18.826824,VWA1,0.9649961160107878,18.826824
11280,GSTM5,0.9649961160107878,-19.207096,GSTM5,0.9649961160107878,19.207096
11281,PADI2,0.9649961160107878,-20.14499,PADI2,0.9649961160107878,20.14499
11282,ZNF382,0.9649961160107878,-18.948135,ZNF382,0.9649961160107878,18.948135
11283,RP11-413N19.2,0.9649961160107878,-19.746689,RP11-413N19.2,0.9649961160107878,19.746689
11284,ECT2L,0.9649961160107878,-19.94761,ECT2L,0.9649961160107878,19.94761
11285,RP11-783K16.13,0.9649961160107878,-20.074,RP11-783K16.13,0.9649961160107878,20.074
11286,ATP8A2,0.9649961160107878,-20.16555,ATP8A2,0.9649961160107878,20.16555
11287,RP11-360F5.3,0.9649961160107878,-19.375513,RP11-360F5.3,0.9649961160107878,19.375513
11288,SPTBN4,0.9649961160107878,-19.651972,SPTBN4,0.9649961160107878,19.651972
11289,SIGLEC1,0.9649961160107878,-19.120499,SIGLEC1,0.9649961160107878,19.120499
11290,TRAJ47,0.9649961160107878,-19.282257,TRAJ47,0.9649961160107878,19.282257
11291,ZNF703,0.9649961160107878,-19.184399,ZNF703,0.9649961160107878,19.184399
11292,RASL11B,0.9649961160107878,-20.592798,RASL11B,0.9649961160107878,20.592798
11293,GNG11,0.9649961160107878,-20.027687,GNG11,0.9649961160107878,20.027687
11294,PLCD3,0.9649961160107878,-19.14575,PLCD3,0.9649961160107878,19.14575
11295,UBASH3A,0.9649961160107878,-18.898502,UBASH3A,0.9649961160107878,18.898502
11296,RASGRP4,0.9649961160107878,-19.671461,RASGRP4,0.9649961160107878,19.671461
11297,RP11-345J4.3,0.9649961160107878,-19.681631,RP11-345J4.3,0.9649961160107878,19.681631
11298,RFX8,0.9649961160107878,-20.498356,RFX8,0.9649961160107878,20.498356
11299,RP11-57A19.7,0.9649961160107878,-18.719538,RP11-57A19.7,0.9649961160107878,18.719538
11300,NAGS,0.9649961160107878,-19.034206,NAGS,0.9649961160107878,19.034206
11301,PSD2,0.9649961160107878,-19.725416,PSD2,0.9649961160107878,19.725416
11302,BVES,0.9649961160107878,-19.217413,BVES,0.9649961160107878,19.217413
11303,NKX6-3,0.9649961160107878,-19.606468,NKX6-3,0.9649961160107878,19.606468
11304,DNER,0.9649961160107878,-19.034603,DNER,0.9649961160107878,19.034603
11305,RP11-227G15.8,0.9649961160107878,-19.774796,RP11-227G15.8,0.9649961160107878,19.774796
11306,PRICKLE4,0.9649961160107878,-19.86768,PRICKLE4,0.9649961160107878,19.86768
11307,HOXB5,0.9649961160107878,-19.773542,HOXB5,0.9649961160107878,19.773542
11308,RP11-214O1.3,0.9649961160107878,-19.28297,RP11-214O1.3,0.9649961160107878,19.28297
11309,EPB41L3,0.9649961160107878,-19.920671,EPB41L3,0.9649961160107878,19.920671
11310,TRAV36DV7,0.9649961160107878,-19.72015,TRAV36DV7,0.9649961160107878,19.72015
11311,RP11-479G22.8,0.9649961160107878,-20.124615,RP11-479G22.8,0.9649961160107878,20.124615
11312,ZNF454,0.9649961160107878,-18.98142,ZNF454,0.9649961160107878,18.98142
11313,NYAP2,0.9649961160107878,-20.674952,NYAP2,0.9649961160107878,20.674952
11314,RP11-73G16.2,0.9649961160107878,-19.886803,RP11-73G16.2,0.9649961160107878,19.886803
11315,INSL3,0.9649961160107878,-19.73015,INSL3,0.9649961160107878,19.73015
11316,WI2-80269A6.1,0.9649961160107878,-19.54227,WI2-80269A6.1,0.9649961160107878,19.54227
11317,ABCB4,0.9649961160107878,-19.480621,ABCB4,0.9649961160107878,19.480621
11318,INPP4B,0.9649961160107878,-19.972334,INPP4B,0.9649961160107878,19.972334
11319,IL18RAP,0.9649961160107878,-20.50964,IL18RAP,0.9649961160107878,20.50964
11320,FILIP1L,0.9649961160107878,-20.062262,FILIP1L,0.9649961160107878,20.062262
11321,FLJ33360,0.9649961160107878,-20.04191,FLJ33360,0.9649961160107878,20.04191
11322,TCTEX1D1,0.9649961160107878,-19.433012,TCTEX1D1,0.9649961160107878,19.433012
11323,ANKRD22,0.9649961160107878,-19.72015,ANKRD22,0.9649961160107878,19.72015
11324,RP11-380B4.3,0.9649961160107878,-20.156149,RP11-380B4.3,0.9649961160107878,20.156149
11325,TUBB1,0.9649961160107878,-19.90495,TUBB1,0.9649961160107878,19.90495
11326,RP11-520A21.1,0.9649961160107878,-19.557405,RP11-520A21.1,0.9649961160107878,19.557405
11327,STARD6,0.9649961160107878,-20.178768,STARD6,0.9649961160107878,20.178768
11328,CHST6,0.9649961160107878,-18.835766,CHST6,0.9649961160107878,18.835766
11329,GPRC5A,0.9649961160107878,-19.112347,GPRC5A,0.9649961160107878,19.112347
11330,CTD-2090I13.1,0.9649961160107878,-19.580086,CTD-2090I13.1,0.9649961160107878,19.580086
11331,NXPE1,0.9649961160107878,-18.807022,NXPE1,0.9649961160107878,18.807022
11332,LRP11,0.9649961160107878,-19.230171,LRP11,0.9649961160107878,19.230171
11333,AC067959.1,0.9649961160107878,-19.798162,AC067959.1,0.9649961160107878,19.798162
11334,PCSK6,0.9649961160107878,-19.56655,PCSK6,0.9649961160107878,19.56655
11335,VENTX,0.9649961160107878,-18.913494,VENTX,0.9649961160107878,18.913494
11336,AIM1L,0.9649961160107878,-19.73015,AIM1L,0.9649961160107878,19.73015
11337,SCN1B,0.9649961160107878,-18.710249,SCN1B,0.9649961160107878,18.710249
11338,C9ORF163,0.9649961160107878,-19.400587,C9ORF163,0.9649961160107878,19.400587
11339,GRM2,0.9649961160107878,-19.15172,GRM2,0.9649961160107878,19.15172
11340,POF1B,0.9649961160107878,-19.793526,POF1B,0.9649961160107878,19.793526
11341,GFI1B,0.9649961160107878,-19.258924,GFI1B,0.9649961160107878,19.258924
11342,KLHL34,0.9649961160107878,-19.479523,KLHL34,0.9649961160107878,19.479523
11343,NUPR1,0.9649961160107878,-19.412384,NUPR1,0.9649961160107878,19.412384
11344,TTC16,0.9649961160107878,-19.72015,TTC16,0.9649961160107878,19.72015
11345,EQTN,0.9649961160107878,-19.030104,EQTN,0.9649961160107878,19.030104
11346,SLC27A2,0.9649961160107878,-19.787521,SLC27A2,0.9649961160107878,19.787521
11347,RP11-434B12.1,0.9649961160107878,-19.217413,RP11-434B12.1,0.9649961160107878,19.217413
11348,TUBB4A,0.9649961160107878,-19.112347,TUBB4A,0.9649961160107878,19.112347
11349,RGMA,0.9649961160107878,-18.707674,RGMA,0.9649961160107878,18.707674
11350,CAMK2B,0.9649961160107878,-19.412296,CAMK2B,0.9649961160107878,19.412296
11351,CYSLTR2,0.9649961160107878,-19.702425,CYSLTR2,0.9649961160107878,19.702425
11352,INCA1,0.9649961160107878,-19.54227,INCA1,0.9649961160107878,19.54227
11353,PMCH,0.9649961160107878,-21.342031,PMCH,0.9649961160107878,21.342031
11354,PELI2,0.9649961160107878,-19.604057,PELI2,0.9649961160107878,19.604057
11355,CCDC141,0.9649961160107878,-19.21885,CCDC141,0.9649961160107878,19.21885
11356,ARVCF,0.9649961160107878,-18.698566,ARVCF,0.9649961160107878,18.698566
11357,ADGRA3,0.9649961160107878,-19.934393,ADGRA3,0.9649961160107878,19.934393
11358,CDH20,0.9649961160107878,-19.112347,CDH20,0.9649961160107878,19.112347
11359,CPNE9,0.9649961160107878,-19.349808,CPNE9,0.9649961160107878,19.349808
11360,RP11-403I13.5,0.9649961160107878,-20.224802,RP11-403I13.5,0.9649961160107878,20.224802
11361,AP000233.4,0.9649961160107878,-19.433542,AP000233.4,0.9649961160107878,19.433542
11362,IMPG2,0.9649961160107878,-21.635262,IMPG2,0.9649961160107878,21.635262
11363,TMEM27,0.9649961160107878,-20.798063,TMEM27,0.9649961160107878,20.798063
11364,WDR86,0.9649961160107878,-20.13137,WDR86,0.9649961160107878,20.13137
11365,RP11-63G10.3,0.9649961160107878,-20.879139,RP11-63G10.3,0.9649961160107878,20.879139
11366,FAM134B,0.9649961160107878,-20.01102,FAM134B,0.9649961160107878,20.01102
11367,BCAM,0.9649961160107878,-19.786026,BCAM,0.9649961160107878,19.786026
11368,IL7,0.9649961160107878,-20.13137,IL7,0.9649961160107878,20.13137
11369,GRIN2B,0.9649961160107878,-19.391033,GRIN2B,0.9649961160107878,19.391033
11370,LINC01032,0.9649961160107878,-18.84859,LINC01032,0.9649961160107878,18.84859
11371,NSG1,0.9649961160107878,-19.052277,NSG1,0.9649961160107878,19.052277
11372,CTD-3224K15.3,0.9649961160107878,-20.250881,CTD-3224K15.3,0.9649961160107878,20.250881
11373,C21ORF62,0.9649961160107878,-19.034206,C21ORF62,0.9649961160107878,19.034206
11374,CCDC173,0.9649961160107878,-18.88129,CCDC173,0.9649961160107878,18.88129
11375,GHET1,0.9649961160107878,-19.450367,GHET1,0.9649961160107878,19.450367
11376,RP11-403I13.7,0.9649961160107878,-19.947481,RP11-403I13.7,0.9649961160107878,19.947481
11377,PC,0.9649961160107878,-20.54779,PC,0.9649961160107878,20.54779
11378,LPCAT2,0.9649961160107878,-19.572418,LPCAT2,0.9649961160107878,19.572418
11379,ARHGEF17,0.9649961160107878,-20.733604,ARHGEF17,0.9649961160107878,20.733604
11380,ALDH1A1,0.9649961160107878,-19.572418,ALDH1A1,0.9649961160107878,19.572418
11381,PDE6C,0.9649961160107878,-18.913494,PDE6C,0.9649961160107878,18.913494
11382,NANOG,0.9649961160107878,-19.560219,NANOG,0.9649961160107878,19.560219
11383,CPT1B,0.9649961160107878,-19.412296,CPT1B,0.9649961160107878,19.412296
11384,RP3-468B3.2,0.9649961160107878,-20.112547,RP3-468B3.2,0.9649961160107878,20.112547
11385,RP11-329B9.4,0.9649961160107878,-19.112347,RP11-329B9.4,0.9649961160107878,19.112347
11386,RP11-689P11.2,0.9649961160107878,-19.609386,RP11-689P11.2,0.9649961160107878,19.609386
11387,SERINC2,0.9649961160107878,-19.63051,SERINC2,0.9649961160107878,19.63051
11388,RP11-733O18.1,0.9649961160107878,-20.130318,RP11-733O18.1,0.9649961160107878,20.130318
11389,RP1-122P22.4,0.9649961160107878,-19.648647,RP1-122P22.4,0.9649961160107878,19.648647
11390,CPNE8,0.9649961160107878,-19.54227,CPNE8,0.9649961160107878,19.54227
11391,SHISA3,0.9649961160107878,-19.73015,SHISA3,0.9649961160107878,19.73015
11392,CES3,0.9649961160107878,-19.115574,CES3,0.9649961160107878,19.115574
11393,XKR4,0.9649961160107878,-19.214241,XKR4,0.9649961160107878,19.214241
11394,CCDC148,0.9649961160107878,-19.37128,CCDC148,0.9649961160107878,19.37128
11395,RP11-463O9.9,0.9649961160107878,-19.022135,RP11-463O9.9,0.9649961160107878,19.022135
11396,AC145343.2,0.9649961160107878,-19.650724,AC145343.2,0.9649961160107878,19.650724
11397,RP13-714J12.1,0.9649961160107878,-19.181818,RP13-714J12.1,0.9649961160107878,19.181818
11398,CEP295NL,0.9649961160107878,-19.90432,CEP295NL,0.9649961160107878,19.90432
11399,RP6-99M1.3,0.9649961160107878,-18.853474,RP6-99M1.3,0.9649961160107878,18.853474
11400,LINC01376,0.9649961160107878,-19.37128,LINC01376,0.9649961160107878,19.37128
11401,CNTN4,0.9649961160107878,-18.765005,CNTN4,0.9649961160107878,18.765005
11402,FGF2,0.9649961160107878,-18.979317,FGF2,0.9649961160107878,18.979317
11403,ZRSR1,0.9649961160107878,-19.886803,ZRSR1,0.9649961160107878,19.886803
11404,C15ORF53,0.9649961160107878,-19.625912,C15ORF53,0.9649961160107878,19.625912
11405,OVOL1,0.9649961160107878,-19.159239,OVOL1,0.9649961160107878,19.159239
11406,GML,0.9649961160107878,-19.767742,GML,0.9649961160107878,19.767742
11407,TRIM72,0.9649961160107878,-19.349808,TRIM72,0.9649961160107878,19.349808
11408,L3MBTL4-AS1,0.9649961160107878,-18.784443,L3MBTL4-AS1,0.9649961160107878,18.784443
11409,C1ORF204,0.9649961160107878,-19.030104,C1ORF204,0.9649961160107878,19.030104
11410,C11ORF98,0.9649961160107878,-19.201405,C11ORF98,0.9649961160107878,19.201405
11411,MIR378D2,0.9649961160107878,-18.843145,MIR378D2,0.9649961160107878,18.843145
11412,LINC00299,0.9649961160107878,-20.321701,LINC00299,0.9649961160107878,20.321701
11413,LMAN1L,0.9649961160107878,-20.598804,LMAN1L,0.9649961160107878,20.598804
11414,BTNL9,0.9649961160107878,-19.793526,BTNL9,0.9649961160107878,19.793526
11415,F2,0.9649961160107878,-18.938389,F2,0.9649961160107878,18.938389
11416,RP11-11N7.4,0.9649961160107878,-18.719538,RP11-11N7.4,0.9649961160107878,18.719538
11417,BACH1-IT2,0.9649961160107878,-20.071987,BACH1-IT2,0.9649961160107878,20.071987
11418,GRIN2D,0.9649961160107878,-18.849054,GRIN2D,0.9649961160107878,18.849054
11419,B3GNT5,0.9649961160107878,-19.049192,B3GNT5,0.9649961160107878,19.049192
11420,NECTIN4,0.9649961160107878,-18.801456,NECTIN4,0.9649961160107878,18.801456
11421,PLCL1,0.9649961160107878,-19.510065,PLCL1,0.9649961160107878,19.510065
11422,RP11-218F10.3,0.9649961160107878,-19.90432,RP11-218F10.3,0.9649961160107878,19.90432
11423,CNTD1,0.9649961160107878,-20.084251,CNTD1,0.9649961160107878,20.084251
11424,EPPK1,0.9649961160107878,-19.82669,EPPK1,0.9649961160107878,19.82669
11425,OLR1,0.9649961160107878,-19.886803,OLR1,0.9649961160107878,19.886803
11426,RP4-752I6.1,0.9649961160107878,-18.901693,RP4-752I6.1,0.9649961160107878,18.901693
11427,ARHGEF28,0.9649961160107878,-18.843145,ARHGEF28,0.9649961160107878,18.843145
11428,RP11-571M6.17,0.9649961160107878,-19.595753,RP11-571M6.17,0.9649961160107878,19.595753
11429,RP11-266K4.9,0.9649961160107878,-19.618587,RP11-266K4.9,0.9649961160107878,19.618587
11430,RP11-37N22.1,0.9649961160107878,-20.363365,RP11-37N22.1,0.9649961160107878,20.363365
11431,CTTNBP2NL,0.9649961160107878,-19.060354,CTTNBP2NL,0.9649961160107878,19.060354
11432,RP11-333I13.1,0.9649961160107878,-19.229485,RP11-333I13.1,0.9649961160107878,19.229485
11433,HPSE,0.9649961160107878,-19.972334,HPSE,0.9649961160107878,19.972334
11434,INMT,0.9649961160107878,-19.43904,INMT,0.9649961160107878,19.43904
11435,SLC30A3,0.9649961160107878,-19.568209,SLC30A3,0.9649961160107878,19.568209
11436,NXPH3,0.9649961160107878,-20.60911,NXPH3,0.9649961160107878,20.60911
11437,MIR194-2HG,0.9649961160107878,-19.91723,MIR194-2HG,0.9649961160107878,19.91723
11438,ADGRG3,0.9649961160107878,-19.702425,ADGRG3,0.9649961160107878,19.702425
11439,CFAP74,0.9649961160107878,-20.025887,CFAP74,0.9649961160107878,20.025887
11440,VPS37D,0.9649961160107878,-18.93388,VPS37D,0.9649961160107878,18.93388
11441,SFTPB,0.9649961160107878,-20.16555,SFTPB,0.9649961160107878,20.16555
11442,RP11-676J12.4,0.9649961160107878,-18.754871,RP11-676J12.4,0.9649961160107878,18.754871
11443,SLC25A18,0.9649961160107878,-19.35164,SLC25A18,0.9649961160107878,19.35164
11444,VLDLR,0.9649961160107878,-21.158777,VLDLR,0.9649961160107878,21.158777
11445,BSN-AS2,0.9649961160107878,-19.899792,BSN-AS2,0.9649961160107878,19.899792
11446,CTD-2534I21.8,0.9649961160107878,-19.63,CTD-2534I21.8,0.9649961160107878,19.63
11447,ZGLP1,0.9649961160107878,-20.969471,ZGLP1,0.9649961160107878,20.969471
11448,ME1,0.9649961160107878,-18.740072,ME1,0.9649961160107878,18.740072
11449,CH17-437K3.1,0.9649961160107878,-19.39688,CH17-437K3.1,0.9649961160107878,19.39688
11450,SYBU,0.9649961160107878,-21.722584,SYBU,0.9649961160107878,21.722584
11451,LINC01415,0.9649961160107878,-20.164467,LINC01415,0.9649961160107878,20.164467
11452,RP11-120K24.3,0.9649961160107878,-20.132122,RP11-120K24.3,0.9649961160107878,20.132122
11453,TDGF1,0.9649961160107878,-20.551207,TDGF1,0.9649961160107878,20.551207
11454,DEPDC7,0.9649961160107878,-19.795147,DEPDC7,0.9649961160107878,19.795147
11455,RP11-109A6.3,0.9649961160107878,-19.990252,RP11-109A6.3,0.9649961160107878,19.990252
11456,CEACAM5,0.9649961160107878,-20.062262,CEACAM5,0.9649961160107878,20.062262
11457,LCN2,0.9649961160107878,-20.062262,LCN2,0.9649961160107878,20.062262
11458,CXCL2,0.9649961160107878,-19.525883,CXCL2,0.9649961160107878,19.525883
11459,TDRD15,0.9649961160107878,-19.995514,TDRD15,0.9649961160107878,19.995514
11460,AC097721.2,0.9649961160107878,-18.900187,AC097721.2,0.9649961160107878,18.900187
11461,RP5-851M4.1,0.9649961160107878,-19.528631,RP5-851M4.1,0.9649961160107878,19.528631
11462,LINC00578,0.9649961160107878,-21.09869,LINC00578,0.9649961160107878,21.09869
11463,VASH2,0.9649961160107878,-19.656765,VASH2,0.9649961160107878,19.656765
11464,OTUD6A,0.9649961160107878,-19.773201,OTUD6A,0.9649961160107878,19.773201
11465,CCDC121,0.9649961160107878,-20.164467,CCDC121,0.9649961160107878,20.164467
11466,TGM1,0.9649961160107878,-19.595753,TGM1,0.9649961160107878,19.595753
11467,RP4-633I8.4,0.9649961160107878,-20.445675,RP4-633I8.4,0.9649961160107878,20.445675
11468,AC006946.17,0.9649961160107878,-18.93388,AC006946.17,0.9649961160107878,18.93388
11469,MALL,0.9649961160107878,-19.034206,MALL,0.9649961160107878,19.034206
11470,RP11-213G2.2,0.9649961160107878,-19.060354,RP11-213G2.2,0.9649961160107878,19.060354
11471,ANKRD50,0.9649961160107878,-19.755205,ANKRD50,0.9649961160107878,19.755205
11472,RP4-568C11.4,0.9649961160107878,-19.119091,RP4-568C11.4,0.9649961160107878,19.119091
11473,KCNJ10,0.9649961160107878,-19.641197,KCNJ10,0.9649961160107878,19.641197
11474,SPNS2,0.9649961160107878,-19.869274,SPNS2,0.9649961160107878,19.869274
11475,PTPRM,0.9649961160107878,-19.458994,PTPRM,0.9649961160107878,19.458994
11476,CTD-3064H18.2,0.9649961160107878,-19.21492,CTD-3064H18.2,0.9649961160107878,19.21492
11477,PLXDC2,0.9649961160107878,-18.835766,PLXDC2,0.9649961160107878,18.835766
11478,CEBPE,0.9649961160107878,-20.05686,CEBPE,0.9649961160107878,20.05686
11479,PLA2G2A,0.9649961160107878,-19.527967,PLA2G2A,0.9649961160107878,19.527967
11480,PCDHB9,0.9649961160107878,-18.88129,PCDHB9,0.9649961160107878,18.88129
11481,SEMA6A,0.9649961160107878,-19.947481,SEMA6A,0.9649961160107878,19.947481
11482,LRRC46,0.9649961160107878,-20.060411,LRRC46,0.9649961160107878,20.060411
11483,GBP7,0.9649961160107878,-19.137877,GBP7,0.9649961160107878,19.137877
11484,RP5-1116H23.3,0.9649961160107878,-20.60911,RP5-1116H23.3,0.9649961160107878,20.60911
11485,PIH1D2,0.9649961160107878,-19.120499,PIH1D2,0.9649961160107878,19.120499
11486,MCEMP1,0.9649961160107878,-19.37424,MCEMP1,0.9649961160107878,19.37424
11487,ITGB1BP2,0.9649961160107878,-20.13137,ITGB1BP2,0.9649961160107878,20.13137
11488,PRR34,0.9649961160107878,-20.328753,PRR34,0.9649961160107878,20.328753
11489,CMTM2,0.9649961160107878,-19.412296,CMTM2,0.9649961160107878,19.412296
11490,ZFHX3,0.9649961160107878,-18.765005,ZFHX3,0.9649961160107878,18.765005
11491,TP53TG5,0.9649961160107878,-19.979391,TP53TG5,0.9649961160107878,19.979391
11492,OCM,0.9649961160107878,-19.060354,OCM,0.9649961160107878,19.060354
11493,ASIC3,0.9649961160107878,-19.539494,ASIC3,0.9649961160107878,19.539494
11494,C9ORF153,0.9649961160107878,-19.372126,C9ORF153,0.9649961160107878,19.372126
11495,TGFB1I1,0.9649961160107878,-19.207096,TGFB1I1,0.9649961160107878,19.207096
11496,AC068831.16,0.9649961160107878,-20.256031,AC068831.16,0.9649961160107878,20.256031
11497,HES4,0.9649961160107878,-19.767742,HES4,0.9649961160107878,19.767742
11498,MTRNR2L6,0.9649961160107878,-19.979391,MTRNR2L6,0.9649961160107878,19.979391
11499,GLB1L2,0.9649961160107878,-20.024641,GLB1L2,0.9649961160107878,20.024641
11500,AC024704.2,0.9649961160107878,-19.847748,AC024704.2,0.9649961160107878,19.847748
11501,ERICD,0.9649961160107878,-20.337446,ERICD,0.9649961160107878,20.337446
11502,CLU,0.9649961160107878,-19.433012,CLU,0.9649961160107878,19.433012
11503,PPP1R14D,0.9649961160107878,-20.144838,PPP1R14D,0.9649961160107878,20.144838
11504,MAFTRR,0.9649961160107878,-19.701561,MAFTRR,0.9649961160107878,19.701561
11505,AICDA,0.9649961160107878,-19.120499,AICDA,0.9649961160107878,19.120499
11506,CAHM,0.9649961160107878,-20.674952,CAHM,0.9649961160107878,20.674952
11507,COL6A2,0.9649961160107878,-19.940208,COL6A2,0.9649961160107878,19.940208
11508,KRT1,0.9649961160107878,-19.029575,KRT1,0.9649961160107878,19.029575
11509,KIAA2012,0.9649961160107878,-19.040182,KIAA2012,0.9649961160107878,19.040182
11510,PLAU,0.9649961160107878,-19.428509,PLAU,0.9649961160107878,19.428509
11511,RNF31,0.9649961160107878,-19.795147,RNF31,0.9649961160107878,19.795147
11512,CEACAM7,0.9649961160107878,-20.062262,CEACAM7,0.9649961160107878,20.062262
11513,APC2,0.9649961160107878,-19.63051,APC2,0.9649961160107878,19.63051
11514,GREM1,0.9649961160107878,-19.793526,GREM1,0.9649961160107878,19.793526
11515,FAM209A,0.9649961160107878,-18.99688,FAM209A,0.9649961160107878,18.99688
11516,TNFRSF11A,0.9649961160107878,-19.87949,TNFRSF11A,0.9649961160107878,19.87949
11517,CTF1,0.9649961160107878,-19.609386,CTF1,0.9649961160107878,19.609386
11518,IL1R2,0.9649961160107878,-18.827625,IL1R2,0.9649961160107878,18.827625
11519,CTD-2184D3.6,0.9649961160107878,-19.479523,CTD-2184D3.6,0.9649961160107878,19.479523
11520,RP11-111F5.3,0.9649961160107878,-18.85534,RP11-111F5.3,0.9649961160107878,18.85534
11521,CCDC38,0.9649961160107878,-19.814877,CCDC38,0.9649961160107878,19.814877
11522,TRERNA1,0.9649961160107878,-18.958765,TRERNA1,0.9649961160107878,18.958765
11523,IL1RL1,0.9649961160107878,-19.433012,IL1RL1,0.9649961160107878,19.433012
11524,LINC00441,0.9649961160107878,-19.049126,LINC00441,0.9649961160107878,19.049126
11525,FOSL1,0.9649961160107878,-19.049192,FOSL1,0.9649961160107878,19.049192
11526,RP11-738E22.3,0.9649961160107878,-19.778452,RP11-738E22.3,0.9649961160107878,19.778452
11527,MYO3B,0.9649961160107878,-19.948263,MYO3B,0.9649961160107878,19.948263
11528,LINC00337,0.9649961160107878,-18.97068,LINC00337,0.9649961160107878,18.97068
11529,ADGRL1,0.9649961160107878,-20.153847,ADGRL1,0.9649961160107878,20.153847
11530,PRSS2,0.9649961160107878,-19.795147,PRSS2,0.9649961160107878,19.795147
11531,TLR4,0.9649961160107878,-19.560122,TLR4,0.9649961160107878,19.560122
11532,CLIP3,0.9649961160107878,-19.740782,CLIP3,0.9649961160107878,19.740782
11533,FGF18,0.9649961160107878,-19.9636,FGF18,0.9649961160107878,19.9636
